ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1,CreditScoreGroup
25247,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,336500,3.5,0.0603,2596.45,360,not_neg,not_int,not_lpsm,518000,sb,pr,home,1u,3060,cib,781,cib,55-64,to_inst,64.96138996,north,direct,0,45,700-800
25248,2019,cf,male,nopre,type2,p3,l1,nopc,b/c,196500,3.99,0.3904,2596.45,360,neg_amm,not_int,not_lpsm,228000,sb,pr,home,1u,1620,crif,729,cib,45-54,not_inst,86.18421053,north,direct,1,51,700-800
25249,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,536500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,6000,equi,597,exp,65-74,to_inst,75.13586957,south,direct,1,39,500-600
25250,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,166500,3.99,0.2713,5033.28,360,not_neg,not_int,not_lpsm,238000,sb,pr,home,1u,2520,exp,640,exp,>74,to_inst,69.95798319,north,direct,0,40,600-700
25251,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,336500,3.99,0.3904,2596.45,360,not_neg,int_only,not_lpsm,418000,sb,pr,home,1u,5100,equi,719,exp,25-34,not_inst,75.13586957,north,direct,1,39,700-800
25252,2019,cf,"sex not available",nopre,type3,p4,l1,nopc,nob/c,136500,3.99,0.2771,474.77,360,not_neg,not_int,not_lpsm,148000,sb,pr,home,1u,5760,exp,744,cib,35-44,to_inst,92.22972973,south,direct,0,39,700-800
25253,2019,cf,female,nopre,type2,p3,l1,nopc,b/c,106500,3.99,1.274,3024.13,360,not_neg,not_int,not_lpsm,138000,sb,pr,home,1u,1860,crif,768,cib,35-44,to_inst,77.17391304,south,direct,0,43,700-800
25254,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,176500,3.99,0.3858,4335,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1u,4320,cib,770,cib,45-54,to_inst,77.4122807,north,direct,0,26,700-800
25255,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,446500,3.99,0.3904,2596.45,324,not_neg,int_only,not_lpsm,418000,sb,pr,home,1u,11400,equi,850,exp,45-54,not_inst,75.13586957,south,direct,1,39,800-900
25256,2019,ncf,"sex not available",nopre,type3,p1,l1,nopc,nob/c,416500,3.25,-0.4373,4150,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,7200,cib,598,cib,35-44,to_inst,99.64114833,south,direct,0,27,500-600
25257,2019,cf,male,nopre,type2,p3,l1,nopc,b/c,96500,3.25,1.4569,3561.22,240,not_neg,not_int,not_lpsm,158000,sb,pr,home,1u,4380,crif,818,cib,55-64,to_inst,61.07594937,north,direct,0,31,800-900
25258,2019,cf,male,nopre,type3,p4,l1,nopc,nob/c,306500,3.125,-0.5317,516.96,360,not_neg,not_int,not_lpsm,308000,sb,pr,home,1u,5760,exp,614,cib,25-34,to_inst,99.51298701,south,direct,0,39,600-700
25259,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,406500,3.25,-0.4181,4008.15,360,not_neg,not_int,not_lpsm,718000,sb,pr,home,1u,12000,crif,604,exp,55-64,not_inst,56.61559889,central,direct,0,16,600-700
25260,2019,cf,male,nopre,type3,p4,l1,nopc,nob/c,416500,3.125,-0.6588,0,360,not_neg,not_int,not_lpsm,498000,sb,pr,home,1u,5760,exp,892,cib,45-54,not_inst,83.63453815,north,direct,0,39,800-900
25261,2019,cf,male,pre,type3,p4,l1,nopc,nob/c,156500,3.5,-0.3592,346.68,360,not_neg,not_int,not_lpsm,158000,sb,pr,home,1u,5760,exp,804,cib,>74,to_inst,99.05063291,north,direct,0,39,800-900
25262,2019,cf,male,pre,type1,p3,l1,nopc,nob/c,126500,4.875,1.4048,3437.5,360,not_neg,not_int,not_lpsm,178000,sb,pr,home,1u,3360,exp,737,cib,55-64,to_inst,71.06741573,north,direct,0,26,700-800
25263,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,406500,3.99,0.3422,2596.45,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,1u,10860,cib,888,exp,45-54,to_inst,66.85855263,south,direct,0,30,800-900
25264,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,506500,4.25,-0.1775,2995,360,not_neg,not_int,not_lpsm,728000,sb,pr,home,1u,8100,cib,543,exp,35-44,not_inst,69.57417582,north,direct,0,32,500-600
25265,2019,cf,joint,pre,type1,p4,l1,nopc,nob/c,516500,3.875,0.2666,6052,360,not_neg,not_int,not_lpsm,588000,sb,pr,home,1u,6780,crif,547,exp,35-44,not_inst,87.84013605,south,direct,0,44,500-600
25266,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,556500,3.75,0.0938,939.2,360,not_neg,not_int,not_lpsm,628000,sb,pr,home,1u,8760,exp,571,exp,35-44,not_inst,88.61464968,central,direct,0,31,500-600
25267,2019,cf,male,pre,type1,p4,l1,nopc,nob/c,296500,3.625,0.4947,4543.05,240,not_neg,not_int,not_lpsm,408000,sb,pr,home,1u,4680,cib,803,exp,25-34,not_inst,72.67156863,south,direct,0,45,800-900
25268,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,246500,4.625,0.8672,3012.5,240,not_neg,not_int,not_lpsm,348000,sb,pr,home,1u,3720,cib,639,cib,55-64,to_inst,70.83333333,south,direct,0,48,600-700
25269,2019,cf,joint,nopre,type1,p3,l2,nopc,nob/c,246500,3.99,0.6948,5510.58,180,not_neg,not_int,not_lpsm,338000,sb,pr,home,1u,4320,cib,869,exp,55-64,to_inst,72.92899408,central,direct,0,40,800-900
25270,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,226500,4.875,0.423,0,360,neg_amm,not_int,not_lpsm,288000,sb,pr,home,1u,12540,crif,621,cib,55-64,to_inst,78.64583333,south,direct,0,19,600-700
25271,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,156500,4.125,0.6498,2428.15,360,not_neg,not_int,not_lpsm,198000,sb,pr,home,1u,5400,exp,715,exp,35-44,to_inst,79.04040404,south,direct,0,42,700-800
25272,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,176500,5.375,1.2083,5030.25,360,not_neg,not_int,not_lpsm,298000,sb,ir,home,1u,9360,crif,774,exp,35-44,to_inst,59.22818792,central,direct,0,40,700-800
25273,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,266500,3.25,0.6186,7198.44,180,not_neg,not_int,not_lpsm,408000,sb,pr,home,1u,8280,exp,651,exp,45-54,to_inst,65.31862745,north,direct,0,39,600-700
25274,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,216500,5.375,1.0086,32.1,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1u,5400,exp,728,cib,45-54,to_inst,68.08176101,south,direct,0,44,700-800
25275,2019,cf,joint,nopre,type2,p3,l1,nopc,b/c,416500,3.5,0.3769,0,360,not_neg,not_int,not_lpsm,478000,sb,pr,home,1u,8460,crif,618,exp,35-44,not_inst,87.13389121,south,direct,0,43,600-700
25276,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,106500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,2580,equi,574,exp,65-74,to_inst,75.13586957,north,direct,1,39,500-600
25277,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,456500,4.25,0.5512,8167.53,360,not_neg,not_int,not_lpsm,568000,sb,pr,home,1u,6300,crif,505,cib,55-64,to_inst,80.36971831,north,direct,0,44,500-600
25278,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,456500,3.25,0.1061,4347.8,240,not_neg,not_int,not_lpsm,858000,sb,pr,home,1u,12420,crif,773,exp,35-44,not_inst,53.20512821,south,direct,0,26,700-800
25279,2019,cf,"sex not available",nopre,type3,p3,l1,nopc,nob/c,96500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,108000,sb,pr,home,1u,1680,crif,716,cib,55-64,to_inst,89.35185185,south,direct,1,41,700-800
25280,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,126500,4.25,0.7491,1660,180,neg_amm,not_int,not_lpsm,218000,sb,pr,home,1u,5280,crif,798,cib,35-44,to_inst,58.02752294,south,direct,0,36,700-800
25281,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,246500,3,-0.3326,295,360,not_neg,not_int,not_lpsm,778000,sb,pr,home,1u,5940,cib,807,cib,55-64,to_inst,31.68380463,north,direct,0,27,800-900
25282,2019,cf,"sex not available",nopre,type1,p1,l1,nopc,nob/c,496500,4.25,0.0349,1911.16,360,not_neg,not_int,not_lpsm,628000,sb,pr,home,1u,30180,exp,530,cib,45-54,not_inst,79.06050955,south,direct,0,16,500-600
25283,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,156500,3.99,0.3904,2596.45,360,neg_amm,not_int,not_lpsm,418000,sb,ir,home,1u,10200,exp,729,exp,45-54,to_inst,37.44019139,south,direct,1,37,700-800
25284,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,156500,3.99,0.3904,2596.45,156,not_neg,not_int,not_lpsm,168000,sb,pr,home,1u,7440,cib,815,exp,65-74,to_inst,93.1547619,south,direct,1,49,800-900
25285,2019,cf,joint,nopre,type3,p3,l1,nopc,nob/c,326500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,8640,equi,703,exp,35-44,to_inst,75.13586957,south,direct,1,39,700-800
25286,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,86500,3.99,0.3904,2596.45,228,not_neg,not_int,not_lpsm,138000,sb,pr,home,1u,1980,exp,668,exp,>74,to_inst,62.68115942,south,direct,1,40,600-700
25287,2019,cf,female,pre,type1,p1,l1,nopc,nob/c,376500,3.99,0.5365,7347.81,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1u,6180,crif,611,exp,45-54,to_inst,94.59798995,north,direct,0,41,600-700
25288,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,206500,3.99,0.3904,2596.45,360,neg_amm,not_int,not_lpsm,408000,sb,pr,home,1u,3420,crif,814,cib,55-64,to_inst,50.6127451,south,direct,1,39,800-900
25289,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,116500,4.625,1.1792,2915,360,not_neg,not_int,not_lpsm,148000,sb,pr,home,1u,2520,cib,843,cib,25-34,to_inst,78.71621622,south,direct,0,43,800-900
25290,2019,ncf,"sex not available",nopre,type1,p1,l1,nopc,nob/c,156500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,168000,sb,sr,home,1u,7200,exp,845,cib,65-74,to_inst,93.1547619,south,direct,1,23,800-900
25291,2019,cf,male,pre,type2,p3,l1,nopc,b/c,266500,3.99,0.3904,2596.45,180,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,11160,equi,635,exp,35-44,to_inst,75.13586957,north,direct,1,39,600-700
25292,2019,cf,male,nopre,type2,p3,l1,nopc,b/c,136500,3.99,0.3904,2596.45,180,not_neg,not_int,lpsm,168000,sb,pr,home,1u,3780,cib,824,cib,35-44,to_inst,81.25,central,direct,1,42,800-900
25293,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,276500,4.75,0.4465,4062.58,312,neg_amm,not_int,not_lpsm,358000,sb,pr,home,1u,4260,cib,519,cib,25-34,to_inst,77.23463687,north,direct,0,30,500-600
25294,2019,cf,female,nopre,type2,p4,l1,nopc,b/c,86500,3.5,0.4818,2843.93,360,not_neg,not_int,lpsm,108000,sb,pr,home,1u,3480,exp,559,cib,35-44,to_inst,80.09259259,north,direct,0,39,500-600
25295,2019,cf,female,nopre,type1,p1,l1,nopc,nob/c,46500,4.875,0.7117,1700,360,neg_amm,not_int,not_lpsm,98000,sb,pr,home,1u,1320,exp,633,cib,65-74,to_inst,47.44897959,central,direct,0,43,600-700
25296,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,356500,3.625,0.2207,295,120,not_neg,not_int,not_lpsm,958000,sb,pr,home,1u,14640,crif,621,exp,55-64,to_inst,37.21294363,north,direct,0,30,600-700
25297,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,456500,3.625,0.5039,4625,240,not_neg,not_int,not_lpsm,778000,sb,pr,home,1u,6120,crif,837,cib,45-54,to_inst,58.67609254,south,direct,0,43,800-900
25298,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,176500,4.25,0.1484,5724.7,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1u,5760,cib,779,exp,35-44,to_inst,59.22818792,north,direct,0,21,700-800
25299,2019,cf,"sex not available",nopre,type2,p4,l1,nopc,b/c,516500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,0,equi,847,exp,65-74,to_inst,75.13586957,south,direct,1,39,800-900
25300,2019,ncf,male,nopre,type1,p3,l1,nopc,nob/c,876500,3.99,0.3904,2596.45,360,not_neg,int_only,not_lpsm,1268000,sb,pr,home,1u,19800,exp,885,cib,45-54,to_inst,69.12460568,north,direct,1,45,800-900
25301,2019,cf,male,nopre,type3,p1,l1,nopc,nob/c,586500,3.125,-0.4937,4557.15,360,not_neg,not_int,not_lpsm,618000,sb,pr,home,1u,7020,crif,584,cib,25-34,not_inst,94.90291262,south,direct,0,51,500-600
25302,2019,cf,male,pre,type1,p3,l1,nopc,nob/c,206500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1u,2280,exp,630,cib,35-44,to_inst,69.29530201,central,direct,1,54,600-700
25303,2019,cf,"sex not available",pre,type3,p4,l1,nopc,nob/c,426500,2.99,-0.5844,2596.45,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1u,5760,cib,589,cib,65-74,to_inst,87.39754098,south,direct,0,39,500-600
25304,2019,cf,female,nopre,type2,p3,l1,nopc,b/c,126500,4.25,1.1501,2378.01,360,not_neg,not_int,not_lpsm,148000,sb,pr,home,1u,2940,crif,714,cib,45-54,to_inst,85.47297297,north,direct,0,42,700-800
25305,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,306500,3.99,0.3904,2596.45,360,neg_amm,not_int,not_lpsm,418000,sb,pr,home,1u,5040,equi,723,exp,25-34,to_inst,75.13586957,north,direct,1,39,700-800
25306,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,246500,4.99,1.0852,4550,360,not_neg,not_int,not_lpsm,348000,sb,pr,home,1u,5040,cib,654,exp,45-54,to_inst,70.83333333,south,direct,0,27,600-700
25307,2019,cf,male,nopre,type1,p2,l1,nopc,nob/c,256500,4.25,0.7649,2596.45,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1u,3720,exp,724,cib,55-64,to_inst,71.64804469,north,direct,0,48,700-800
25308,2019,cf,joint,nopre,type3,p4,l1,nopc,nob/c,126500,3.75,0.0695,252.03,360,not_neg,not_int,not_lpsm,268000,sb,pr,home,1u,5760,exp,540,exp,>74,to_inst,47.20149254,north,direct,0,39,500-600
25309,2019,cf,male,nopre,type2,p3,l1,nopc,b/c,386500,4.625,0.7528,0,360,not_neg,not_int,not_lpsm,498000,sb,pr,home,1u,6960,exp,856,cib,35-44,to_inst,77.61044177,north,direct,0,51,800-900
25310,2019,cf,"sex not available",nopre,type2,p3,l2,nopc,b/c,156500,4.75,1.2757,0,360,not_neg,not_int,not_lpsm,178000,sb,pr,home,1u,2580,cib,527,cib,25-34,to_inst,87.92134831,south,direct,0,61,500-600
25311,2019,cf,male,pre,type1,p4,l1,nopc,nob/c,486500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,12660,equi,605,exp,45-54,not_inst,75.13586957,south,direct,1,39,600-700
25312,2019,cf,female,nopre,type1,p1,l1,nopc,nob/c,406500,3.5,-0.1484,215,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1u,4620,crif,738,cib,25-34,not_inst,72.84946237,north,direct,0,38,700-800
25313,2019,cf,joint,nopre,type3,p3,l1,nopc,nob/c,656500,3.49,0.1197,11470.17,360,not_neg,not_int,not_lpsm,708000,sb,pr,home,1u,11220,crif,811,exp,55-64,not_inst,92.7259887,south,direct,0,31,800-900
25314,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,506500,3.75,0.2438,6252.81,360,not_neg,not_int,not_lpsm,588000,sb,pr,home,1u,7380,crif,546,cib,25-34,not_inst,86.13945578,north,direct,0,35,500-600
25315,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,196500,4.5,0.6424,3705.5,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1u,4200,crif,569,cib,45-54,to_inst,76.1627907,south,direct,0,27,500-600
25316,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,566500,3.875,0.1438,1728.49,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,1u,6360,exp,806,exp,35-44,not_inst,93.17434211,north,direct,0,46,800-900
25317,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,106500,5.125,1.153,1235,360,not_neg,not_int,not_lpsm,448000,sb,ir,home,1u,7380,crif,537,exp,65-74,not_inst,23.77232143,north,direct,0,24,500-600
25318,2019,ncf,joint,nopre,type3,p4,l1,nopc,nob/c,516500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,498000,sb,pr,home,1u,5760,cib,759,exp,55-64,not_inst,103.7148594,north,direct,1,39,700-800
25319,2019,cf,male,nopre,type3,p1,l1,nopc,nob/c,66500,3.99,0.7174,2080,240,not_neg,not_int,not_lpsm,68000,sb,pr,home,1u,3960,exp,734,cib,65-74,to_inst,97.79411765,south,direct,0,33,700-800
25320,2019,cf,female,nopre,type2,p3,l1,nopc,b/c,216500,3.625,0.8591,4850.45,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1u,5880,cib,517,cib,45-54,to_inst,72.65100671,north,direct,0,30,500-600
25321,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,476500,3.625,-0.253,0,360,not_neg,not_int,not_lpsm,618000,sb,pr,home,1u,9720,crif,547,cib,45-54,not_inst,77.10355987,south,direct,0,31,500-600
25322,2019,cf,"sex not available",pre,type1,p3,l1,nopc,nob/c,96500,4.625,1.3477,2596.45,360,not_neg,not_int,not_lpsm,118000,sb,pr,home,1u,2220,crif,594,cib,>74,to_inst,81.77966102,south,direct,0,49,500-600
25323,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,246500,3.99,0.5641,4325.85,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1u,3720,exp,853,exp,55-64,to_inst,77.51572327,central,direct,0,44,800-900
25324,2019,cf,male,nopre,type2,p3,l2,nopc,b/c,86500,4.375,0.9291,1958.35,360,not_neg,not_int,not_lpsm,118000,sb,pr,home,1u,2820,exp,538,cib,65-74,to_inst,73.30508475,north,direct,0,17,500-600
25325,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,176500,3.875,0.3808,3029.75,312,not_neg,not_int,not_lpsm,228000,sb,pr,home,1u,3240,exp,836,cib,35-44,to_inst,77.4122807,south,direct,0,40,800-900
25326,2019,cf,male,nopre,type3,p3,l1,nopc,nob/c,436500,4.125,-0.0896,2596.45,360,neg_amm,not_int,not_lpsm,578000,sb,pr,home,1u,6660,crif,658,exp,55-64,to_inst,75.51903114,north,direct,0,60,600-700
25327,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,336500,3.625,0.1085,5168.85,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1u,3780,exp,670,cib,55-64,not_inst,60.3046595,south,direct,0,44,600-700
25328,2019,cf,male,nopre,type2,p3,l1,nopc,b/c,216500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1u,4740,cib,800,cib,35-44,to_inst,72.65100671,north,direct,1,37,700-800
25329,2019,cf,male,nopre,type2,p1,l1,nopc,b/c,366500,3.625,1.0684,1061.59,360,not_neg,not_int,not_lpsm,378000,sb,pr,home,1u,6540,exp,884,cib,25-34,not_inst,96.95767196,north,direct,0,38,800-900
25330,2019,cf,"sex not available",nopre,type3,p4,l1,nopc,nob/c,226500,3.99,0.202,0,360,not_neg,not_int,not_lpsm,238000,sb,pr,home,1u,5760,cib,583,exp,45-54,to_inst,95.16806723,south,direct,0,39,500-600
25331,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,126500,3.375,0.4068,1401.13,180,not_neg,not_int,not_lpsm,148000,sb,pr,home,1u,2760,crif,633,cib,45-54,to_inst,85.47297297,north,direct,0,41,600-700
25332,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,216500,3.875,0.8173,0,240,not_neg,not_int,not_lpsm,518000,sb,pr,home,1u,5760,crif,666,exp,35-44,not_inst,41.7953668,north,direct,0,30,600-700
25333,2019,cf,female,pre,type1,p3,l1,nopc,nob/c,406500,3.99,0.3904,2596.45,240,not_neg,not_int,not_lpsm,678000,sb,pr,home,1u,3780,cib,742,cib,45-54,not_inst,59.95575221,north,direct,1,52,700-800
25334,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,206500,4.18,0.2555,4790,360,not_neg,not_int,not_lpsm,278000,sb,pr,home,1u,3660,exp,640,cib,65-74,to_inst,74.28057554,south,direct,0,45,600-700
25335,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,166500,3.99,0.8083,5279.54,360,not_neg,not_int,not_lpsm,198000,sb,pr,home,1u,5460,cib,512,exp,>74,to_inst,84.09090909,north,direct,0,41,500-600
25336,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,146500,3.99,1.3473,4285.11,180,neg_amm,not_int,not_lpsm,458000,sb,pr,home,1u,7020,exp,508,exp,55-64,to_inst,31.98689956,central,direct,0,27,500-600
25337,2019,cf,female,nopre,type1,p1,l1,nopc,nob/c,506500,4.75,0.756,1845,360,not_neg,not_int,not_lpsm,538000,sb,pr,home,1u,7500,cib,699,cib,35-44,not_inst,94.14498141,north,direct,0,45,600-700
25338,2019,cf,"sex not available",nopre,type1,p1,l1,nopc,nob/c,116500,3.99,0.7609,2955,360,not_neg,not_int,not_lpsm,128000,sb,pr,home,1u,1920,crif,581,cib,25-34,to_inst,91.015625,south,direct,0,47,500-600
25339,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,366500,3.5,0.0318,2596.45,360,not_neg,not_int,not_lpsm,928000,sb,pr,home,1u,9360,exp,723,cib,45-54,to_inst,39.49353448,south,direct,0,20,700-800
25340,2019,cf,male,nopre,type3,p3,l1,nopc,nob/c,266500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,3540,equi,692,exp,65-74,to_inst,75.13586957,north,direct,1,39,600-700
25341,2019,cf,joint,nopre,type2,p1,l1,nopc,b/c,226500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1u,2220,cib,522,exp,65-74,not_inst,99.34210526,central,direct,1,50,500-600
25342,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,266500,4.125,0.0743,370.63,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1u,6240,exp,830,exp,35-44,not_inst,74.44134078,south,direct,0,27,800-900
25343,2019,cf,"sex not available",nopre,type1,p2,l1,nopc,nob/c,86500,3.99,0.3904,2596.45,180,not_neg,int_only,not_lpsm,138000,sb,pr,home,1u,4860,cib,877,cib,55-64,to_inst,62.68115942,south,direct,1,20,800-900
25344,2019,cf,"sex not available",nopre,type2,p3,l1,nopc,b/c,116500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,1860,equi,614,exp,35-44,to_inst,75.13586957,south,direct,1,39,600-700
25345,2019,ncf,joint,nopre,type1,p1,l1,nopc,nob/c,196500,3.625,0.6092,7095.46,180,not_neg,not_int,not_lpsm,358000,sb,pr,home,1u,8340,exp,706,exp,55-64,to_inst,54.88826816,north,direct,0,22,700-800
25346,2019,cf,"sex not available",pre,type3,p3,l1,nopc,nob/c,186500,3.99,1.1688,5850,240,not_neg,not_int,not_lpsm,258000,sb,pr,home,1u,3600,crif,546,cib,45-54,to_inst,72.28682171,south,direct,0,30,500-600
25347,2019,cf,joint,pre,type2,p1,l1,nopc,b/c,346500,4.375,1.7709,3825.11,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1u,5460,cib,858,exp,25-34,to_inst,96.7877095,north,direct,0,53,800-900
25348,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,506500,3.25,-0.2387,0,360,not_neg,not_int,not_lpsm,878000,sb,pr,home,1u,9720,cib,727,cib,45-54,to_inst,57.68792711,south,direct,0,31,700-800
25349,2019,cf,"sex not available",nopre,type3,p1,l2,nopc,nob/c,126500,3.99,0.3904,2596.45,300,neg_amm,not_int,not_lpsm,128000,sb,pr,home,1u,1740,crif,626,cib,>74,to_inst,98.828125,south,direct,1,45,600-700
25350,2019,cf,joint,nopre,type3,p4,l1,nopc,nob/c,506500,3.75,-0.428,0,360,not_neg,not_int,not_lpsm,618000,sb,pr,home,1u,5760,cib,620,exp,65-74,not_inst,81.9579288,central,direct,0,39,600-700
25351,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,306500,3.875,0.3451,6090,360,not_neg,not_int,not_lpsm,438000,sb,ir,home,1u,1800,crif,580,cib,>74,not_inst,69.97716895,central,direct,0,47,500-600
25352,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,506500,3.875,0.3239,0,360,not_neg,not_int,not_lpsm,538000,sb,pr,home,1u,4980,crif,698,exp,45-54,not_inst,94.14498141,north,direct,0,47,600-700
25353,2019,cf,"sex not available",nopre,type3,p4,l1,nopc,nob/c,356500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,0,equi,609,exp,25-34,to_inst,75.13586957,south,direct,1,39,600-700
25354,2019,cf,female,nopre,type1,p2,l1,nopc,nob/c,106500,3.99,0.3904,2596.45,180,neg_amm,not_int,not_lpsm,188000,sb,pr,home,1u,3000,crif,623,cib,45-54,to_inst,56.64893617,north,direct,1,30,600-700
25355,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,496500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,12360,equi,544,exp,45-54,not_inst,75.13586957,north,direct,1,39,500-600
25356,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,486500,4.99,1.3328,1250,360,not_neg,not_int,not_lpsm,948000,sb,ir,home,1u,7920,cib,645,exp,45-54,to_inst,51.3185654,south,direct,0,46,600-700
25357,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,136500,3.75,0.2584,4214.38,360,not_neg,not_int,not_lpsm,268000,sb,pr,home,1u,4500,crif,620,cib,45-54,to_inst,50.93283582,north-east,direct,0,25,600-700
25358,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,186500,3.125,-0.5986,4052.79,360,not_neg,not_int,not_lpsm,238000,sb,pr,home,1u,2820,exp,657,exp,65-74,to_inst,78.36134454,north,direct,0,41,600-700
25359,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,546500,3.75,0.0258,1778.62,360,not_neg,not_int,not_lpsm,858000,sb,pr,home,1u,9120,cib,652,cib,35-44,not_inst,63.69463869,north,direct,0,36,600-700
